RowKey,title,latin_title,classes,order,description,image_src,image_alt,PartitionKey,spread_note,biotop,biotopes_note,food,food_note,proportions,reproduction,attractions,projects_note,breeding,localities_title,localities_url
172,Klokan rudý,Macropus rufus,Savci (Mammalia),Málozubí (Diprotodontia),"Je největším druhem klokana. Samec je větší než samice a má rezavou srst, samice jsou menší a bývají zbarvené spíš došeda.
",https://zoopraha.cz/images/lexikon-images/_TTT6426.jpg,"Foto: Tomáš Adamec, Zoo Praha",Austrálie,velká část vnitrozemí Austrálie,travnaté území,"suchá otevřená krajina, křoviny, okraje lesů",části rostlin,"různé části rostlin, hlavně tráva a výhonky","délka těla 80–160 cm, délka ocasu 70–120 cm, hmotnost 20–85 kg","březost 32-34 dny, počet mláďat 1","Je to největší druh klokana a v Austrálii představuje způsobem života protějšek velkých kopytníků z afrických savan. Sdružuje se do různě početných, volně uspořádaných skupin. Během dne klokani odpočívají ve stínu a ráno a navečer vycházejí na pastvu. Jako všichni vačnatci má krátkou dobu březosti. Novorozené mládě je nejen maličké, ale navíc velmi nedokonale vyvinuté – vlastně se narodí během nedokončeného zárodečného vývinu. Přesto musí hned od prvních chvil podat neuvěřitelný výkon. Samo je nuceno vysoukat se po matčině břiše do vaku, najít struk a pevně se k němu přisát. Není tedy divu, že má klokánek po narození silnější přední nohy než zadní. Matka mu v té dřině nijak nepomáhá, jen před porodem pečlivě vyčistí vak a poté jazykem zvlhčuje srst na břiše Ve vaku, jehož otvor je pevně uzavřen pomocí silných svěracích svalů, je mládě v teple a bezpečí, přisáté ke knoflíkovitě zduřelému struku. Přesto se někdy stane, že z vaku vypadne. Je-li ještě hodně malé, je v přírodě odsouzeno k záhubě, protože samice ho zpět nevrátí. Teprve když je mládě natolik silné, že se dokáže samo pohybovat, začne vak občas opouštět, při sebemenší známce nebezpečí se však do něj vrací.",,"Klokan rudý patří k jedněm z prvních zvířat, která se v zoo objevila. Jeden klokan krátce pobyl v zoo již v roce 1935. Další záznam se dochoval z roku 1953 a poté následoval velký počet zvířat, která se v zoo objevila v 60. letech – zřejmě však během tranzitů k jiným chovatelům. Z roku 1966 je doložen první úspěšný odchov.",Horní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu
173,Klokánek králíkovitý,Bettongia penicillata,Savci (Mammalia),Málozubí (Diprotodontia),"Má celkově šedavé zbarvení, poměrně štíhlé končetiny a dlouhý ovíjivý ocas.
",https://zoopraha.cz/images/lexikon-images/klokanek_kralikovity__TTT4751_export_-_Tomas_Adamec.jpg,"Foto: Tomáš Adamec, Zoo Praha",Austrálie,jihozápadní Austrálie a přilehlé ostrovy,listnatý a smíšený les,světlé lesy,části rostlin,"Houby, hlízy, tráva, pupeny","délka těla 30−38 cm, délka ocasu 29−36 cm, hmotnost 1,2−1,6 kg","Samice je březí 21 den a rodí 1 mládě, které tráví ve vaku 90−110 dní.","Je řazen do samostatné skupiny takzvaných krysích klokánků, kteří se od pravých klokanů v mnohém liší. Především jsou menší, mají jinak uspořádaný chrup, pestřejší jídelníček a pohyblivější ocásek. Klokánek králíkovitý tráví den ukrytý v lesním podrostu. K odpočinku si zde buduje kulovité hnízdo, přičemž materiál na jeho stavbu přenáší ve stočeném ocásku.",,"Klokánky chováme od roku 2001, od roku 2004 je opakovaně rozmnožujeme.",,
174,Kolpík bílý,Platalea leucorodia,Ptáci (Aves),Brodiví (Ciconiiformes),"Je celkově bílý, jen zobák a nohy má tmavé. V době hnízdění má žlutavou skvrnu na hrudi a prodloužená pera na hlavě. V letu drží krk natažený jako čápi.

 
 ",https://zoopraha.cz/images/lexikon-images/kolpik_bily_2.jpg,"Kolpík bílý, foto: archiv Zoo Praha",Evropa,"Hnízdí v Eurasii od Španělska po Japonsko (několik párů i v ČR) a v severní Africe. Zimuje v tropických oblastech Afriky a Asie, někdy také ve Středomoří.",sladké vody,"Mělké mokřiny v okolí řek, bažin, jezer, v zimě se zdržuje poblíž moře.",rostliny i živočichové,"vodní bezobratlí (měkkýši, korýši, červi) i malí obratlovci","délka těla 69–82 cm, délka ocasu 11–13 cm, rozpětí křídel 115–135 cm, hmotnost 0,8–2 kg","Snáší 3–4 vejce, sedí na nich 24–25 dní.","Hnízdí v koloniích, hnízdo si staví z větví, větviček, listí a trávy, a to buď na stromech, nebo v rákosí. Typicky utvářeným zobákem dlouhým až 23 cm prohmatává mělkou vodu a řídké bahno. Nejstarší okroužkovaný jedinec byl starý 28 let",,"První kolpíky bílé jsme získali z volné přírody v roce 1995. Jednalo se o dvě samice, z nichž jedna uhynula až v roce 2013, druhá žije v zoo dosud. poté přišli do pražského chovu ptáci ze zoo v Mulhouse, Berlíně, Ohradech a Bojnicích. Od roku 2000, kdy byla odchována první mláďata, se kolpíci pravidelně rozmnožují.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
175,Kolpík růžový,Ajaia ajaja,Ptáci (Aves),Brodiví (Ciconiiformes)," 
Jako jediný z kolpíků má v dospělosti holou hlavu a není bílý, ale převážně růžový. Svůj dospělý vzhled však získává postupně, a tak mají mladí ptáci jen lehce narůžovělý nádech a hlavu normálně opeřenou.

 ",https://zoopraha.cz/images/lexikon-images/kolp_k_rOSovz_1_-_Petr_RoAickz.jpg,"Kolpík růžový, foto: Petr Rošický, Zoo Praha",Jižní Amerika,od jižní Georgie a Floridy před Střední Ameriku po Argentinu,sladké vody,"pobřežní bažiny se slanou i smíšenou vodou, mangrove, přílivové tůňky",ryby,"malé ryby, korýši, vodní hmyz a měkkýši","délka těla 59–77 cm, délka ocasu 10–11 cm, hmotnost 1,1–1,4 kg","Snáší 2–3 vejce, sedí na nich 22–25 dnů.","V 19. století se vyskytoval podél Mexického zálivu velmi početně. V průběhu let 1880–1940, kdy se obchodovalo s jeho peřím, byl téměř vyhuben. Následnou ochranou se jeho stavy zvedly na současných 3 500 párů.",,"Kolpíci růžoví patří k tradičním druhům – první jedinci byli chováni již v roce 1950. V letech 1973−1997 tito kolpíci v pražské zoo chyběli. Poté přišel z Augsburgu pár, který se stal zakladatelem úspěšného chovu, jenž pokračuje dodnes.",Ptačí mokřady,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady
176,Komba jižní,Galago moholi,Savci (Mammalia),Primáti (Primates),"
Má velké hnědé oči, poměrně dlouhé a široké boltce a hustou světle šedohnědou srst. Dokáže otočit hlavu o 180 stupňů. Samec a samice vypadají stejně, jen samec bývá trochu těžší než samice.

 
",https://zoopraha.cz/images/lexikon-images/_TTT0064.jpg,"Foto: Tomáš Adamec, Zoo Praha",Afrika,Afrika od JAR po Tanzánii,listnatý a smíšený les,"křovinaté savany, řídké lesy a okraje zalesněných oblastí",rostliny i živočichové,členovci a míza stromů,"délka těla 14−17 cm, délka ocasu 11−28 cm, hmotnost 142−255 g",Samice je březí 121−124 dny a rodí 1−2 mláďata.,"Komby jižní žijí v malých rodinných skupinách, tvořených několika samicemi a jejich mláďaty. Samci jsou samotáři a obhajují teritorium, v němž se nachází domovské území několika samičích skupin. Ve dne komby spí – často v dutinách kmenů akácií nebo jiných stromů. V noci se vydávají hledat potravu, obvykle samostatně. Samice rodí a odchovává mláďata v hnízdě vysoko na stromě – buď staví vlastní, nebo použije opuštěné ptačí hnízdo, případně stromovou dutinu.",,Komby jižní přišly do pražské zoo začátkem roku 2014.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
177,Komba ušatá,Galago senegalensis,Savci (Mammalia),Primáti (Primates),"Má hustou a poměrně dlouhou srst, která je na svrchní straně těla šedohnědá, naspodu o něco světlejší. Velké boltce jsou lysé, s příčnými rýhami, takže je komba dokáže vějířovitě složit a přitisknout k hlavě. Konce prstů jsou paličkovitě rozšířené.

 
 ",https://zoopraha.cz/images/lexikon-images/KOMBA_usata_5_-_archiv_Zoo_Praha.jpg,"Komba ušatá, foto: archiv Zoo Praha",Afrika,subsaharská Afrika,listnatý a smíšený les,"světlé lesy, křoviny",plody,"plody, květy, bezobratlí","Délka těla 14–18 cm, ocas 20–30 cm
Hmotnost 150–300 g","březost 120–126 dní, počet mláďat 1–3","Komby vypadají trochu jako lesní skřítci. Jsou to poloopice, jejichž domovem jsou křovinaté a řídce zalesněné roviny. Den tiše prospí stočené do klubíčka a se soumrakem se vydávají pátrat po zralých plodech, květech, míze a hlavně po hmyzu, který chytají tlapkami. Vyhledávají zvláště kobylky a saranče. S kořistí se pohodlně usadí, drží ji v rukou a postupně ukusují. V době sucha, kdy je hmyzu nedostatek, se přeorientují na rostlinnou potravu, především na mízu. Takové střídání jídelníčku umožňuje kombám život i v sušších oblastech. Velkými boltci, které si pravidelně vlhčí vlastní močí a ve spánku je skládají k hlavě, komby zachytí každé šustnutí. V nebezpečí prchají dlouhými skoky, při nichž se odrazí silnýma zadníma nohama a doskočí na větev nebo kmen, jehož se pevně chytnou všemi čtyřmi tlapkami. Při skocích udržují rovnováhu huňatým ocasem. Komby žijí v malých rodinných skupinkách. Samice rodí dobře vyvinutá mláďata, která tráví první dny v hnízdě z trávy a listí. ",,Komby chováme od roku 1996.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
178,Kormorán černobílý,Phalacrocorax melanoleucos,Ptáci (Aves),Veslonozí (Pelecaniformes),"Má kontrastní zbarvení – svrchu je černý, zespodu bílý, a to i na krku a hlavě. Zobák má žlutý. V rámci areálu vytváří tři poddruhy, které se liší rozsahem černého a bílého zbarvení.
",https://zoopraha.cz/images/lexikon/kormorán_černobílý_4.jpg,"Kormorán černobílý, foto: archiv Zoo Praha",Austrálie,"Indonésie, Austrálie kromě vnitrozemí",sladké vody,pobřeží i vnitrozemské sladkovodní plochy,ryby,"ryby a vodní bezobratlí (korýši, hmyz)","délka 55–65 cm, rozpětí křídel 84–91 cm, hmotnost 490–900 g","Samice snáší 3–5 vajec, na kterých sedí 4 týdny.","Podobně jako jiní kormoráni obratně plave a kořist chytá pronásledováním ve vodě. Jeho hnacím motorem jsou nohy vybavené plovacími blánami, které zastávají roli jakýchsi vesel. Hnízdí v koloniích na stromech nad vodní hladinou. Také mimo dobu hnízdění se sdružuje do menších skupin, při lovu však ptáci nespolupracují.",,Tyto kormorány chováme od roku 2013.,Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
179,Korovec jedovatý,Heloderma suspectum,Plazi (Reptilia),Šupinatí (Squamata),"Je to velký, statný ještěr s krátkým ocasem i nohama. Mírně vypouklé šupiny mají černé, žluté a růžové zbarvení. Hlava, brada, krk a nohy jsou černé.Oči mají okrouhlou zorničku a černou duhovku.
 ",https://zoopraha.cz/images/lexikon-images/korovec_jedovaty.jpg,"Korovec jedovatý, foto: Vladimír Motyčka, Zoo Praha",Severní Amerika,"Jihozápad Severní Ameriky, Střední Amerika",poušť a polopoušť,"suchá otevřená s řídkou vegetací, skalnaté oblasti až do 1 500 m n. m",živá kořist,"malí obratlovci, vejce","délka těla 17–40 cm, délka ocasu 8–20 cm, hmotnost 0,6–1 kg","počet vajec 3–9, inkubace 124–142 dny","Korovci jsou jedněmi z mála známých jedovatých ještěrů na světě. Ve dvou druzích se vyskytují výhradně na jihozápadě Severní Ameriky a ve Střední Americe. Jedové žlázy jim ústí v zadní části dolní čelisti a jed proudí rýhami na povrchu několika párů zvětšených (až 5 mm dlouhých) špičatých zubů, jimiž kořist silně stisknou, aby ji ochromili. Jsou to poměrně pomalí ještěři, kteří se živí mláďaty ptáků hnízdících na zemi, jinými menšími ještěry, želvami, hlodavci a vejci. Naráz zkonzumují potravu odpovídající až třetině hmotnosti. Dovedou obratně šplhat. Jsou aktivní ve dne, noc tráví v podzemních norách, které si sami hrabou. Samice klade vajíčka, o která nijak nepečuje. Pokud dojde ke snůšce koncem léta, přečkávají vejce zimu a mláďata se líhnou až po 10 měsících",,Korovci byli chováni v letech 1958 až 1989 a poté od roku 1994 dodnes.,Terárium,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5814-terarium
180,Korunáč šedomodrý,Goura cristata,Ptáci (Aves),Měkkozobí (Columbiformes),"Korunáči jsou největší příslušníci řádu měkkozobých. Mají celkově modrošedé zbarvení s tmavočervenými skvrnami na hrudi, lopatkách a křídlech. Kolem oka mají tmavě modré peří. duhovka je oranžová. Typickým znakem je vějířovitá chocholka na temeni, tvořená jemnými světle modrými pery s bílou špičkou. Samec a samice vypadají stejně.
",https://zoopraha.cz/images/lexikon/korunac_sedomodry_-_Just_chaos_-_CC_BY_2.0_-_Flickr.jpg,"Korunáč šedomodrý, foto: Just chaos",Austrálie,Nová Guinea a některé indonéské ostrovy,tropický les,"podmáčené lesy, mangrovy",plody,"plody, semena, hmyz","délka těla 48−50 cm, délka ocasu 18−20 cm, hmotnost 1,1 kg","počet vajec 1, inkubace 31 den","Korunáči dávají přednost životu na zemi, létat nicméně dovedou a hnízdí v korunách stromů. Vytvářejí malé skupiny do deseti jedinců, kteří společně hledají potravu. Dospělý pár spolu žije trvale a oba rodiče se podílejí na péči o potomky. V době toku se samec ozývá dobře slyšitelným dunivým hlasem a společně se samicí se pouští do zásnubního tance. ","V Červeném seznamu IUCN je zařazen jako zranitelný druh. Hlavními příčinami je lov pro maso a peří, který je sice nezákonný, ale usnadňují ho přístupové cesty, které budují těžařské společnosti kácející lesy.V Červeném seznamu IUCN je zařazen jako zranitelný druh. Hlavními příčinami je lov pro maso a peří, který je sice nezákonný, ale usnadňují ho přístupové cesty, které budují těžařské společnosti kácející lesy.",Korunáče chováme od roku 1995.,Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
181,Kotul veverovitý,Saimiri sciureus,Savci (Mammalia),Primáti (Primates),"
Má štíhlé tělo i končetiny, krátkou srst a nápadně kulatou hlavu. Základní zbarvení je šedohnědé, s nádechem do olivové, ruce a nohy jsou žluté. S bílou barvou obličeje kontrastují tmavé oči a černý nos.
 

",https://zoopraha.cz/images/lexikon-images/_TT_4483.jpg,"Foto: Tomáš Adamec, Zoo Praha",Jižní Amerika,tropická Jižní Amerika kromě jihovýchodní Brazílie,tropický les,tropické lesy,plody,"bezobratlí, plody, květy","délka těla 23–37 cm, délka ocasu 36–47 cm, hmotnost 0,6–1,4 kg","březost 6 měsíců, počet mláďat 1","Kotul je čilá opička, která v poměrně početných skupinách tvořených až 50 jedinci tráví většinu dne hledáním potravy vysoko v korunách stromů. Ve větvích se pohybuje mimo jiné i skoky, při nichž kormidluje dlouhým ocasem, který však (na rozdíl od ocasu mnoha jiných jihoamerických opic) není ovíjivý. Kotulové se živí mízou, květy, plody i hmyzem, který často šikovně lapají předními tlapkami, když kolem nich letí. Tlupa je tvořena samicemi, obvykle několika samci a mláďaty. V době námluv svádějí samci poměrně prudké souboje. Kotulové se dorozumívají pestrou škálou hlasových projevů včetně jakoby ptačího švitoření. Někdy vytvářejí smíšené skupiny s jinými druhy opic, nejčastěji s uakarii. ",,"Kotulové byli chováni v letech 1990−1995 a poté až od roku 2004, respektive 2005, kdy přišly dva páry (samice Japonečka z této skupiny žije v zoo i dnes). V roce 2006 se podařil první úspěšný odchov.",Vodní svět a opičí ostrovy,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1456-vodni-svet-a-opici-ostrovy
182,Koza domácí,Capra hircus,Savci (Mammalia),Sudokopytníci (Artiodactyla),"Popsat domácí kozu je prakticky nemožné, protože může být jednobarevná i strakatá, rohatá i bezrohá. Společným znakem, který podědila po divokých předcích, je výrazná bradka u samců a krátký ocas, který obvykle drží vztyčený kolmo vzhůru.",,,Evropa,"Vyskytuje se všude, kde žijí lidé, s výjimkou polárních oblastí.",travnaté území,lidská sídla,části rostlin,"tráva, listy, výhonky, plody, kůra","délka těla 1,1–1,3 m, délka ocasu 10–15 cm, výška v kohoutku 40–70 cm, hmotnost 25–55 kg","březost 145–152 dny, počet mláďat 1–4","Na světě existuje nejméně 200, možná však i více než 300 plemen koz, která jsou chována pro maso, mléko, kůži a vlnu. Za jejich předka dnes považujeme kozu bezoárovou z Přední a Střední Asie. Ke zdomácnění došlo zřejmě již před 12 000 lety a koza se záhy stala oblíbeným domácím zvířetem v mnoha oblastech, protože je velice nenáročná. Třebaže se říká „mlsný jako koza“, dokáže tento zástupce přežvýkavých sudokopytníků strávit ledacos, od bodláků po mladé stromky.  V Dětské zoo se vám představí černě zbarvené kozy kamerunské, které patří mezi zakrslá plemena a lidé je chovají nejen pro užitek, ale i pro potěšení. ",,"Jen těžko se dá zjistit, kdy byla v zoo chována první koza domácí v některé expozici. Záznamy dokládají, že od roku 1988 chováme kozy kamerunské, ale přesto je jisté, že tyto oblíbené kozičky bavily děti už v 70. letech.",Dětská zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1463-detska-zoo
